,Burst_Name,Burst_PNG,Simple,Extended,Other,Too_Noisy,Count,Simple_Proportion,Extended_Proportion,Other_Proportion,Too_Noisy_Proportion,Follow,95%_Verify,99%_Verify,Prop_Verify
1284,GRB200711A,GRB200711A_981957.png,4,16,19,1,40,0.1,0.4,0.475,0.025,"[15, 14, 20, 0, 1, 2]",Extended,None,None
1285,GRB200713A,GRB200713A_982201.png,5,2,20,14,41,0.122,0.049,0.488,0.341,"[6, 4, 13, 0, 5, 21]",Other,None,None
1286,GRB200716C,GRB200716C_982707.png,24,23,2,3,52,0.462,0.442,0.038,0.058,"[17, 23, 9, 0, 1, 4]",Extended,Extended,Simple/Extended
1287,GRB200806A,GRB200806A_987016.png,4,13,23,4,44,0.091,0.295,0.523,0.091,"[17, 10, 24, 0, 3, 9]",Other,None,None
1288,GRB200819A,GRB200819A_992099.png,6,26,8,4,44,0.136,0.591,0.182,0.091,"[13, 15, 18, 0, 2, 7]",Extended,Extended,None
1289,GRB200829A,GRB200829A_993768.png,14,3,3,0,20,0.7,0.15,0.15,0.0,"[16, 2, 2, 0, 1, 1]",Simple,None,Simple
1290,GRB200901A,GRB200901A_994143.png,14,22,8,2,46,0.304,0.478,0.174,0.043,"[9, 30, 14, 0, 2, 4]",Extended,Extended,None
1291,GRB200901B,GRB200901B_994165.png,0,3,3,15,21,0.0,0.143,0.143,0.714,"[1, 3, 3, 0, 0, 15]",Too_Noisy,Too_Noisy,Too_Noisy
1292,GRB200903A,GRB200903A_994389.png,15,9,17,4,45,0.333,0.2,0.378,0.089,"[30, 0, 12, 0, 3, 8]",None,None,None
1293,GRB200906A,GRB200906A_994856.png,1,3,13,0,17,0.059,0.176,0.765,0.0,"[7, 13, 5, 0, 2, 2]",Other,Other,Other
1294,GRB200907B,GRB200907B_995004.png,11,0,0,0,11,1.0,0.0,0.0,0.0,"[9, 0, 0, 0, 1, 2]",Simple,Simple,Simple
1295,GRB200909B,GRB200909B_995288.png,20,13,13,2,48,0.417,0.271,0.271,0.042,"[16, 24, 14, 0, 2, 4]",None,None,None
1296,GRB200917A,GRB200917A_996184.png,3,1,12,2,18,0.167,0.056,0.667,0.111,"[6, 0, 9, 0, 2, 4]",Other,Other,None
1297,GRB200919A,GRB200919A_996503.png,19,4,12,2,37,0.514,0.108,0.324,0.054,"[28, 0, 12, 0, 2, 4]",None,None,None
1298,GRB200922A,GRB200922A_997024.png,30,15,1,2,48,0.625,0.312,0.021,0.042,"[6, 34, 4, 0, 3, 5]",Simple,None,None
1299,GRB200925B,GRB200925B_997453.png,0,2,11,1,14,0.0,0.143,0.786,0.071,"[12, 4, 5, 0, 1, 2]",Other,Other,Other
1300,GRB201001A,GRB201001A_998344.png,15,2,17,9,43,0.349,0.047,0.395,0.209,"[10, 1, 17, 0, 8, 18]",None,None,None
1301,GRB201006A,GRB201006A_998907.png,16,2,0,1,19,0.842,0.105,0.0,0.053,"[16, 2, 1, 0, 0, 1]",Simple,Simple,Simple
1302,GRB201013A,GRB201013A_999948.png,5,10,21,4,40,0.125,0.25,0.525,0.1,"[16, 12, 17, 0, 1, 5]",Other,None,None
1303,GRB201014A,GRB201014A_1000255.png,6,7,13,20,46,0.13,0.152,0.283,0.435,"[8, 5, 10, 0, 5, 26]",Too_Noisy,None,None
1304,GRB201015A,GRB201015A_1000452.png,20,15,7,8,50,0.4,0.3,0.14,0.16,"[20, 15, 9, 0, 1, 9]",None,None,None
1305,GRB201017A,GRB201017A_1000613.png,23,20,6,3,52,0.442,0.385,0.115,0.058,"[23, 12, 15, 0, 2, 5]",Extended,None,None
1306,GRB201020A,GRB201020A_1000926.png,11,0,1,0,12,0.917,0.0,0.083,0.0,"[10, 1, 1, 0, 0, 0]",Simple,Simple,Simple
1307,GRB201021C,GRB201021C_1001130.png,13,10,14,6,43,0.302,0.233,0.326,0.14,"[9, 23, 13, 0, 1, 7]",None,None,None
1308,GRB201024A,GRB201024A_1001514.png,17,2,0,0,19,0.895,0.105,0.0,0.0,"[14, 4, 0, 0, 0, 0]",Simple,Simple,Simple
1309,GRB201026A,GRB201026A_1002103.png,7,12,25,6,50,0.14,0.24,0.5,0.12,"[31, 2, 22, 0, 0, 6]",Other,None,None
1310,GRB201027A,GRB201027A_1002158.png,23,12,8,5,48,0.479,0.25,0.167,0.104,"[12, 24, 7, 0, 3, 8]",None,None,None
1311,GRB201029A,GRB201029A_1003002.png,5,18,6,18,47,0.106,0.383,0.128,0.383,"[5, 20, 10, 0, 3, 22]",Extended/Too_Noisy,None,None
1312,GRB201104B,GRB201104B_1004168.png,7,12,18,2,39,0.179,0.308,0.462,0.051,"[10, 15, 16, 0, 3, 6]",None,None,None
1313,GRB201105A,GRB201105A_1004239.png,24,18,0,4,46,0.522,0.391,0.0,0.087,"[5, 34, 2, 0, 0, 4]",Extended,None,None
1314,GRB201128A,GRB201128A_1009679.png,18,12,7,13,50,0.36,0.24,0.14,0.26,"[7, 18, 9, 0, 2, 16]",None,None,None
1315,GRB201203A,GRB201203A_1010946.png,16,7,23,13,59,0.271,0.119,0.39,0.22,"[16, 6, 20, 0, 7, 23]",None,None,None
1316,GRB201209A,GRB201209A_1011980.png,0,3,13,0,16,0.0,0.188,0.812,0.0,"[7, 4, 13, 0, 1, 1]",Other,Other,Other
1317,GRB201216C,GRB201216C_1013243.png,2,2,12,1,17,0.118,0.118,0.706,0.059,"[6, 2, 13, 0, 1, 2]",Other,Other,Other
1318,GRB201221A,GRB201221A_1013852.png,8,12,11,18,49,0.163,0.245,0.224,0.367,"[8, 7, 13, 0, 4, 24]",Too_Noisy,None,None
1319,GRB201221D,GRB201221D_1014037.png,19,1,3,1,24,0.792,0.042,0.125,0.042,"[19, 0, 0, 0, 4, 5]",Simple,Simple,Simple
1320,GRB201223A,GRB201223A_1014316.png,11,6,22,1,40,0.275,0.15,0.55,0.025,"[24, 3, 18, 0, 2, 3]",Other,None,None
1321,GRB201229A,GRB201229A_1015088.png,20,4,21,8,53,0.377,0.075,0.396,0.151,"[13, 10, 23, 0, 4, 13]",None,None,None
1322,GRB210102C,GRB210102C_1015728.png,9,7,20,2,38,0.237,0.184,0.526,0.053,"[23, 9, 15, 0, 0, 2]",Other,None,None
1323,GRB210104A,GRB210104A_1015873.png,1,5,16,2,24,0.042,0.208,0.667,0.083,"[10, 1, 17, 0, 1, 3]",Other,Other,None
1324,GRB210104B,GRB210104B_1015919.png,1,3,12,0,16,0.062,0.188,0.75,0.0,"[9, 5, 10, 0, 0, 0]",Other,Other,Other
1325,GRB210112A,GRB210112A_1016881.png,18,11,17,2,48,0.375,0.229,0.354,0.042,"[29, 7, 24, 0, 0, 2]",None,None,None
1326,GRB210119A,GRB210119A_1017711.png,18,0,5,3,26,0.692,0.0,0.192,0.115,"[16, 3, 0, 0, 4, 7]",Simple,None,None
1327,GRB210205A,GRB210205A_1030629.png,3,2,17,6,28,0.107,0.071,0.607,0.214,"[7, 1, 16, 0, 4, 11]",Other,None,None
1328,GRB210207B,GRB210207B_1031297.png,1,3,13,0,17,0.059,0.176,0.765,0.0,"[8, 4, 12, 0, 0, 0]",Other,Other,Other
1329,GRB210209A,GRB210209A_1031636.png,2,10,22,11,45,0.044,0.222,0.489,0.244,"[13, 8, 16, 0, 3, 16]",Other,None,None
1330,GRB210210A,GRB210210A_1031728.png,0,2,16,0,18,0.0,0.111,0.889,0.0,"[8, 8, 6, 0, 0, 0]",Other,Other,Other
1331,GRB210211A,GRB210211A_1032024.png,14,4,1,5,24,0.583,0.167,0.042,0.208,"[10, 3, 0, 0, 5, 14]",Simple,None,None
1332,GRB210212A,GRB210212A_1032183.png,9,3,10,19,41,0.22,0.073,0.244,0.463,"[9, 3, 11, 0, 1, 22]",Too_Noisy,None,None
1333,GRB210217A,GRB210217A_1033264.png,13,3,0,0,16,0.812,0.188,0.0,0.0,"[7, 10, 0, 0, 0, 0]",Simple,Simple,Simple
1334,GRB210218A,GRB210218A_1033328.png,3,14,11,12,40,0.075,0.35,0.275,0.3,"[9, 11, 18, 0, 1, 15]",Extended,None,None
1335,GRB210222B,GRB210222B_1034325.png,3,1,13,0,17,0.176,0.059,0.765,0.0,"[8, 5, 4, 0, 3, 3]",Other,Other,Other
1336,GRB210226A,GRB210226A_1034721.png,2,3,9,0,14,0.143,0.214,0.643,0.0,"[5, 4, 11, 0, 1, 1]",Other,Other,None
1337,GRB210305A,GRB210305A_1035922.png,20,15,9,3,47,0.426,0.319,0.191,0.064,"[9, 29, 10, 0, 1, 4]",None,None,None
1338,GRB210306A,GRB210306A_1035994.png,14,4,0,1,19,0.737,0.211,0.0,0.053,"[12, 3, 1, 0, 2, 3]",Simple,None,Simple
1339,GRB210306B,GRB210306B_1036024.png,3,15,23,6,47,0.064,0.319,0.489,0.128,"[18, 7, 26, 0, 2, 9]",Other,None,None
1340,GRB210307A,GRB210307A_1036139.png,0,3,21,18,42,0.0,0.071,0.5,0.429,"[14, 0, 9, 0, 5, 24]",Other/Too_Noisy,None,Other/Too_Noisy
1341,GRB210308A,GRB210308A_1036227.png,13,1,0,0,14,0.929,0.071,0.0,0.0,"[8, 3, 3, 0, 0, 0]",Simple,Simple,Simple
1342,GRB210318A,GRB210318A_1037339.png,4,15,0,4,23,0.174,0.652,0.0,0.174,"[1, 12, 5, 0, 1, 6]",Extended,Extended,None
1343,GRB210321A,GRB210321A_1037828.png,16,7,20,2,45,0.356,0.156,0.444,0.044,"[20, 4, 21, 0, 5, 7]",None,None,None
1344,GRB210323A,GRB210323A_1038247.png,12,0,0,0,12,1.0,0.0,0.0,0.0,"[11, 0, 1, 0, 0, 0]",Simple,Simple,Simple
1345,GRB210402A,GRB210402A_1040123.png,0,3,15,0,18,0.0,0.167,0.833,0.0,"[5, 10, 14, 0, 0, 0]",Other,Other,Other
1346,GRB210403A,GRB210403A_1040345.png,1,4,14,4,23,0.043,0.174,0.609,0.174,"[5, 2, 14, 0, 2, 7]",Other,None,None
1347,GRB210410A,GRB210410A_1042113.png,17,17,1,3,38,0.447,0.447,0.026,0.079,"[6, 29, 4, 0, 0, 3]",Extended,Extended,Simple/Extended
1348,GRB210411C,GRB210411C_1042398.png,10,11,22,1,44,0.227,0.25,0.5,0.023,"[22, 10, 20, 0, 2, 4]",Other,None,None
1349,GRB210419A,GRB210419A_1044032.png,3,4,8,30,45,0.067,0.089,0.178,0.667,"[4, 4, 6, 0, 1, 33]",Too_Noisy,Too_Noisy,None
1350,GRB210419C,GRB210419C_1044236.png,12,0,15,13,40,0.3,0.0,0.375,0.325,"[13, 3, 6, 0, 6, 20]",None,None,None
1351,GRB210420B,GRB210420B_1044382.png,2,3,3,15,23,0.087,0.13,0.13,0.652,"[1, 2, 3, 0, 2, 18]",Too_Noisy,Too_Noisy,None
1352,GRB210421A,GRB210421A_1044426.png,14,12,17,1,44,0.318,0.273,0.386,0.023,"[24, 5, 18, 0, 3, 5]",None,None,None
1353,GRB210422A,GRB210422A_1044678.png,27,5,16,5,53,0.509,0.094,0.302,0.094,"[18, 17, 16, 0, 4, 9]",None,None,None
1354,GRB210430A,GRB210430A_1046014.png,22,12,12,3,49,0.449,0.245,0.245,0.061,"[19, 12, 18, 0, 2, 5]",None,None,None
1355,GRB210504A,GRB210504A_1046782.png,2,3,17,26,48,0.042,0.062,0.354,0.542,"[6, 2, 13, 0, 1, 30]",Too_Noisy,Too_Noisy,None
1356,GRB210509A,GRB210509A_1047531.png,18,5,18,3,44,0.409,0.114,0.409,0.068,"[17, 4, 24, 0, 2, 5]",None,None,Simple/Other
1357,GRB210514A,GRB210514A_1048372.png,0,22,28,3,53,0.0,0.415,0.528,0.057,"[21, 19, 37, 0, 1, 4]",Extended/Other,None,Extended/Other
1358,GRB210515C,GRB210515C_1048618.png,5,16,5,1,27,0.185,0.593,0.185,0.037,"[6, 14, 10, 0, 2, 4]",Extended,Extended,None
1359,GRB210517A,GRB210517A_1048783.png,11,1,0,0,12,0.917,0.083,0.0,0.0,"[3, 9, 0, 0, 0, 0]",Simple,Simple,Simple
1360,GRB210527A,GRB210527A_1051453.png,0,2,12,31,45,0.0,0.044,0.267,0.689,"[2, 0, 3, 0, 10, 42]",Too_Noisy,Too_Noisy,None
1361,GRB210610A,GRB210610A_1054627.png,29,6,13,1,49,0.592,0.122,0.265,0.02,"[28, 10, 12, 0, 2, 3]",Simple,None,None
1362,GRB210610B,GRB210610B_1054681.png,21,23,5,4,53,0.396,0.434,0.094,0.075,"[13, 27, 14, 0, 4, 8]",Extended,None,None
1363,GRB210618A,GRB210618A_1056426.png,17,0,0,0,17,1.0,0.0,0.0,0.0,"[15, 0, 0, 0, 2, 2]",Simple,Simple,Simple
1364,GRB210619B,GRB210619B_1056757.png,5,31,14,1,51,0.098,0.608,0.275,0.02,"[16, 18, 33, 0, 3, 4]",Extended,Extended,None
1365,GRB210702A,GRB210702A_1058804.png,25,32,1,1,59,0.424,0.542,0.017,0.017,"[7, 45, 7, 0, 2, 3]",Extended,Extended,Simple/Extended
1366,GRB210708A,GRB210708A_1059460.png,15,0,0,0,15,1.0,0.0,0.0,0.0,"[8, 4, 1, 0, 2, 2]",Simple,Simple,Simple
1367,GRB210712A,GRB210712A_1059881.png,4,5,17,1,27,0.148,0.185,0.63,0.037,"[8, 9, 20, 0, 1, 2]",Other,None,None
1368,GRB210722A,GRB210722A_1061223.png,16,25,0,3,44,0.364,0.568,0.0,0.068,"[2, 35, 4, 0, 0, 4]",Extended,Extended,None
1369,GRB210723A,GRB210723A_1061284.png,24,15,0,1,40,0.6,0.375,0.0,0.025,"[8, 27, 3, 0, 4, 5]",Simple/Extended,None,None
1370,GRB210724A,GRB210724A_1061482.png,15,15,20,3,53,0.283,0.283,0.377,0.057,"[20, 13, 20, 0, 5, 9]",None,None,None
1371,GRB210725A,GRB210725A_1061511.png,1,14,1,1,17,0.059,0.824,0.059,0.059,"[2, 13, 2, 0, 0, 1]",Extended,Extended,Extended
1372,GRB210725B,GRB210725B_1061554.png,11,3,1,22,37,0.297,0.081,0.027,0.595,"[9, 0, 3, 0, 3, 28]",Too_Noisy,Too_Noisy,None
1373,GRB210726A,GRB210726A_1061687.png,12,0,0,0,12,1.0,0.0,0.0,0.0,"[8, 3, 1, 0, 0, 0]",Simple,Simple,Simple
1374,GRB210730A,GRB210730A_1062150.png,13,0,0,0,13,1.0,0.0,0.0,0.0,"[8, 5, 0, 0, 0, 0]",Simple,Simple,Simple
1375,GRB210731A,GRB210731A_1062336.png,17,4,15,8,44,0.386,0.091,0.341,0.182,"[15, 8, 14, 0, 5, 13]",None,None,None
1376,GRB210807A,GRB210807A_1064221.png,3,13,21,6,43,0.07,0.302,0.488,0.14,"[7, 9, 27, 0, 2, 9]",Other,None,None
1377,GRB210807C,GRB210807C_1064421.png,7,15,9,5,36,0.194,0.417,0.25,0.139,"[6, 19, 19, 0, 0, 5]",Extended,None,None
1378,GRB210818A,GRB210818A_1069169.png,16,27,2,2,47,0.34,0.574,0.043,0.043,"[0, 42, 5, 0, 2, 4]",Extended,Extended,None
1379,GRB210820A,GRB210820A_1069551.png,7,9,10,18,44,0.159,0.205,0.227,0.409,"[10, 4, 9, 0, 3, 25]",Too_Noisy,None,None
1380,GRB210822A,GRB210822A_1069788.png,28,14,1,2,45,0.622,0.311,0.022,0.044,"[17, 21, 5, 0, 1, 3]",Simple,None,None
1381,GRB210824A,GRB210824A_1070157.png,6,23,7,4,40,0.15,0.575,0.175,0.1,"[8, 9, 17, 0, 2, 7]",Extended,Extended,None
1382,GRB210901A,GRB210901A_1071488.png,3,3,15,1,22,0.136,0.136,0.682,0.045,"[3, 8, 17, 0, 0, 1]",Other,Other,None
1383,GRB210905A,GRB210905A_1071993.png,11,16,13,9,49,0.224,0.327,0.265,0.184,"[23, 7, 9, 0, 6, 19]",None,None,None
1384,GRB210912A,GRB210912A_1072990.png,20,4,6,0,30,0.667,0.133,0.2,0.0,"[25, 4, 6, 0, 1, 1]",Simple,None,None
1385,GRB210919A,GRB210919A_1073893.png,12,0,3,1,16,0.75,0.0,0.188,0.062,"[10, 0, 0, 0, 5, 6]",Simple,None,Simple
1386,GRB210930A,GRB210930A_1075565.png,19,17,6,4,46,0.413,0.37,0.13,0.087,"[11, 25, 11, 0, 1, 5]",Extended,None,None
1387,GRB211023B,GRB211023B_1080859.png,13,0,0,1,14,0.929,0.0,0.0,0.071,"[12, 0, 0, 0, 1, 2]",Simple,Simple,Simple
1388,GRB211024B,GRB211024B_1081073.png,1,3,10,2,16,0.062,0.188,0.625,0.125,"[8, 2, 8, 0, 2, 4]",Other,None,None
1389,GRB211025A,GRB211025A_1081113.png,1,1,2,12,16,0.062,0.062,0.125,0.75,"[2, 1, 3, 0, 1, 13]",Too_Noisy,Too_Noisy,Too_Noisy
1390,GRB211129A,GRB211129A_1085430.png,6,13,12,21,52,0.115,0.25,0.231,0.404,"[11, 10, 12, 0, 4, 26]",Too_Noisy,None,None
1391,GRB211207A,GRB211207A_1088376.png,13,0,0,0,13,1.0,0.0,0.0,0.0,"[13, 0, 0, 0, 0, 0]",Simple,Simple,Simple
1392,GRB211211A,GRB211211A_1088940.png,0,19,4,2,25,0.0,0.76,0.16,0.08,"[1, 16, 12, 0, 0, 2]",Extended,Extended,Extended
1393,GRB211221A,GRB211221A_1090472.png,20,8,8,7,43,0.465,0.186,0.186,0.163,"[16, 11, 13, 0, 3, 10]",None,None,None
1394,GRB211223C,GRB211223C_1090656.png,6,5,18,1,30,0.2,0.167,0.6,0.033,"[10, 4, 14, 0, 2, 3]",Other,None,None
1395,GRB211225B,GRB211225B_1090853.png,23,9,15,3,50,0.46,0.18,0.3,0.06,"[20, 19, 26, 0, 2, 5]",None,None,None
1396,GRB211227A,GRB211227A_1091101.png,5,28,16,3,52,0.096,0.538,0.308,0.058,"[13, 30, 28, 0, 0, 4]",Extended,Extended,None
1397,GRB220101A,GRB220101A_1091527.png,3,4,12,1,20,0.15,0.2,0.6,0.05,"[9, 4, 9, 0, 1, 2]",Other,None,None
1398,GRB220117A,GRB220117A_1093592.png,1,3,19,6,29,0.034,0.103,0.655,0.207,"[12, 1, 14, 0, 2, 8]",Other,Other,None
1399,GRB220117B,GRB220117B_1093611.png,6,7,17,23,53,0.113,0.132,0.321,0.434,"[6, 13, 13, 0, 4, 28]",Too_Noisy,None,None
1400,GRB220118A,GRB220118A_1093742.png,16,3,2,1,22,0.727,0.136,0.091,0.045,"[11, 9, 2, 0, 0, 1]",Simple,None,Simple
1401,GRB220218A,GRB220218A_1093860.png,2,8,15,21,46,0.043,0.174,0.326,0.457,"[7, 9, 14, 0, 2, 25]",Too_Noisy,None,None
1402,GRB220302A,GRB220302A_1094950.png,12,3,3,3,21,0.571,0.143,0.143,0.143,"[12, 2, 4, 0, 1, 4]",None,None,None
1403,GRB220305A,GRB220305A_1095215.png,10,21,11,5,47,0.213,0.447,0.234,0.106,"[5, 23, 15, 0, 5, 11]",Extended,Extended,None
1404,GRB220306B,GRB220306B_1095288.png,21,13,1,2,37,0.568,0.351,0.027,0.054,"[14, 12, 7, 0, 4, 6]",Extended,None,None
1405,GRB220319A,GRB220319A_1098132.png,22,12,9,5,48,0.458,0.25,0.188,0.104,"[16, 21, 16, 0, 3, 8]",None,None,None
1406,GRB220325A,GRB220325A_1099310.png,12,1,0,0,13,0.923,0.077,0.0,0.0,"[12, 0, 0, 0, 0, 0]",Simple,Simple,Simple
1407,GRB220403B,GRB220403B_1101053.png,10,3,2,0,15,0.667,0.2,0.133,0.0,"[7, 4, 5, 0, 0, 0]",Simple,None,None
1408,GRB220404A,GRB220404A_1101133.png,3,4,12,3,22,0.136,0.182,0.545,0.136,"[11, 0, 6, 0, 1, 6]",Other,None,None
1409,GRB220408A,GRB220408A_1101675.png,2,6,16,0,24,0.083,0.25,0.667,0.0,"[8, 10, 14, 0, 1, 1]",Other,Other,None
1410,GRB220412A,GRB220412A_1102281.png,9,4,19,14,46,0.196,0.087,0.413,0.304,"[8, 4, 14, 0, 3, 17]",None,None,None
1411,GRB220412B,GRB220412B_1102329.png,20,0,4,1,25,0.8,0.0,0.16,0.04,"[14, 0, 3, 0, 6, 8]",Simple,Simple,Simple
1412,GRB220427A,GRB220427A_1104343.png,16,30,0,3,49,0.327,0.612,0.0,0.061,"[8, 32, 7, 0, 0, 4]",Extended,Extended,None
1413,GRB220430A,GRB220430A_1104692.png,1,1,8,0,10,0.1,0.1,0.8,0.0,"[7, 2, 8, 0, 0, 0]",Other,Other,Other
1414,GRB220501A,GRB220501A_1104842.png,12,29,5,8,54,0.222,0.537,0.093,0.148,"[3, 38, 6, 0, 0, 9]",Extended,Extended,None
1415,GRB220518A,GRB220518A_1107050.png,6,1,20,2,29,0.207,0.034,0.69,0.069,"[9, 12, 18, 0, 2, 4]",Other,Other,None
1416,GRB220521A,GRB220521A_1107466.png,10,24,18,0,52,0.192,0.462,0.346,0.0,"[28, 16, 20, 0, 1, 1]",Extended,Extended,None
1417,GRB220611A,GRB220611A_1110090.png,7,11,12,20,50,0.14,0.22,0.24,0.4,"[2, 13, 11, 0, 4, 26]",Too_Noisy,None,None
1418,GRB220618A,GRB220618A_1110821.png,14,24,3,7,48,0.292,0.5,0.062,0.146,"[10, 24, 10, 0, 1, 8]",Extended,Extended,None
1419,GRB220623A,GRB220623A_1111672.png,13,15,11,4,43,0.302,0.349,0.256,0.093,"[8, 26, 19, 0, 1, 6]",Extended,None,None
1420,GRB220701A,GRB220701A_1114034.png,5,7,17,15,44,0.114,0.159,0.386,0.341,"[9, 8, 15, 0, 3, 18]",None,None,None
1421,GRB220706A,GRB220706A_1114937.png,13,2,3,5,23,0.565,0.087,0.13,0.217,"[7, 11, 3, 0, 0, 6]",None,None,None
1422,GRB220708A,GRB220708A_1115156.png,13,0,3,1,17,0.765,0.0,0.176,0.059,"[10, 0, 1, 0, 5, 6]",Simple,None,Simple
1423,GRB220711B,GRB220711B_1115766.png,0,2,14,1,17,0.0,0.118,0.824,0.059,"[9, 1, 11, 0, 0, 1]",Other,Other,Other
1424,GRB220714B,GRB220714B_1116221.png,2,3,10,0,15,0.133,0.2,0.667,0.0,"[3, 4, 14, 0, 0, 0]",Other,Other,None
1425,GRB220715B,GRB220715B_1116441.png,7,17,16,3,43,0.163,0.395,0.372,0.07,"[13, 29, 17, 0, 0, 3]",Extended,None,None
1426,GRB220730A,,4,25,15,4,48,0.083,0.521,0.312,0.083,"[15, 37, 16, 0, 2, 6]",Extended,Extended,None
1427,GRB220806A,,20,1,2,1,24,0.833,0.042,0.083,0.042,"[15, 7, 0, 0, 0, 1]",Simple,Simple,Simple
1428,GRB220813A,,4,5,18,2,29,0.138,0.172,0.621,0.069,"[10, 1, 17, 0, 1, 3]",Other,None,None
1429,GRB220826A,,2,5,15,0,22,0.091,0.227,0.682,0.0,"[7, 6, 12, 0, 2, 2]",Other,Other,None
1430,GRB220907A,,22,13,2,5,42,0.524,0.31,0.048,0.119,"[11, 21, 11, 0, 1, 6]",None,None,None
1431,GRB220930A,,5,23,17,3,48,0.104,0.479,0.354,0.062,"[18, 19, 18, 0, 2, 5]",Extended,Extended,None
1432,GRB221009A,,0,0,2,12,14,0.0,0.0,0.143,0.857,"[0, 0, 0, 0, 2, 14]",Too_Noisy,Too_Noisy,Too_Noisy
1433,GRB221016A,,18,20,2,3,43,0.419,0.465,0.047,0.07,"[8, 30, 6, 0, 0, 3]",Extended,Extended,Simple/Extended
1434,GRB221024A,,19,18,9,2,48,0.396,0.375,0.188,0.042,"[15, 14, 13, 0, 6, 10]",Extended,None,None
1435,GRB221027B,,4,0,16,1,21,0.19,0.0,0.762,0.048,"[11, 9, 8, 0, 0, 1]",Other,Other,Other
1436,GRB221028A,,3,14,2,1,20,0.15,0.7,0.1,0.05,"[5, 13, 10, 0, 0, 1]",Extended,Extended,Extended
1437,GRB221110A,,11,1,1,1,14,0.786,0.071,0.071,0.071,"[2, 11, 0, 0, 0, 1]",Simple,Simple,Simple
1438,GRB221120A,,15,0,0,1,16,0.938,0.0,0.0,0.062,"[14, 0, 0, 0, 1, 2]",Simple,Simple,Simple
1439,GRB221201A,,22,25,3,4,54,0.407,0.463,0.056,0.074,"[9, 37, 8, 0, 1, 5]",Extended,Extended,Simple/Extended
1440,GRB221202A,,16,18,6,4,44,0.364,0.409,0.136,0.091,"[5, 29, 5, 0, 2, 9]",Extended,None,None
1441,GRB221216A,,1,14,25,6,46,0.022,0.304,0.543,0.13,"[21, 5, 17, 0, 3, 11]",Other,None,None
1442,GRB221226B,,14,1,0,0,15,0.933,0.067,0.0,0.0,"[10, 3, 0, 0, 2, 2]",Simple,Simple,Simple
1443,GRB230116C,,2,6,5,19,32,0.062,0.188,0.156,0.594,"[2, 10, 3, 0, 2, 21]",Too_Noisy,Too_Noisy,None
1444,GRB230116D,,10,18,11,10,49,0.204,0.367,0.224,0.204,"[2, 23, 21, 0, 0, 11]",Extended,None,None
1445,GRB230123A,,17,0,1,1,19,0.895,0.0,0.053,0.053,"[15, 2, 1, 0, 0, 1]",Simple,Simple,Simple
1446,GRB230204A,,3,2,20,29,54,0.056,0.037,0.37,0.537,"[9, 3, 17, 0, 0, 33]",Too_Noisy,Too_Noisy,None
1447,GRB230205A,,13,0,0,2,15,0.867,0.0,0.0,0.133,"[11, 2, 0, 0, 0, 2]",Simple,Simple,Simple
1448,GRB230216A,,4,6,27,19,56,0.071,0.107,0.482,0.339,"[13, 2, 21, 0, 5, 26]",None,None,None
1449,GRB230217A,,12,0,1,0,13,0.923,0.0,0.077,0.0,"[11, 1, 1, 0, 0, 0]",Simple,Simple,Simple
1450,GRB230228A,,13,0,0,0,13,1.0,0.0,0.0,0.0,"[9, 3, 1, 0, 0, 0]",Simple,Simple,Simple
1451,GRB230322B,,25,18,6,2,51,0.49,0.353,0.118,0.039,"[0, 44, 6, 0, 1, 3]",Extended,None,None
1452,GRB230325A,,20,13,8,2,43,0.465,0.302,0.186,0.047,"[25, 7, 15, 0, 0, 3]",None,None,None
1453,GRB230328B,,21,12,13,2,48,0.438,0.25,0.271,0.042,"[16, 25, 18, 0, 1, 4]",None,None,None
1454,GRB230405B,,12,2,1,1,16,0.75,0.125,0.062,0.062,"[9, 6, 2, 0, 0, 1]",Simple,None,Simple
1455,GRB230409B,,14,4,0,0,18,0.778,0.222,0.0,0.0,"[9, 7, 3, 0, 0, 0]",Simple,Simple,Simple
1456,GRB230414B,,6,13,10,10,39,0.154,0.333,0.256,0.256,"[4, 14, 10, 0, 3, 13]",None,None,None
1457,GRB230420A,,1,2,8,3,14,0.071,0.143,0.571,0.214,"[7, 1, 6, 0, 1, 5]",Other,None,None
1458,GRB230423A,,5,5,12,21,43,0.116,0.116,0.279,0.488,"[11, 2, 13, 0, 1, 22]",Too_Noisy,Too_Noisy,None
1459,GRB230427A,,14,4,1,1,20,0.7,0.2,0.05,0.05,"[4, 13, 3, 0, 0, 1]",Simple,None,Simple
1460,GRB230506B,,9,20,14,4,47,0.191,0.426,0.298,0.085,"[18, 15, 21, 0, 0, 6]",Extended,None,None
1461,GRB230506C,,16,10,14,3,43,0.372,0.233,0.326,0.07,"[14, 13, 16, 0, 3, 6]",None,None,None
1462,GRB230510A,,7,13,22,1,43,0.163,0.302,0.512,0.023,"[18, 7, 29, 0, 0, 3]",Other,None,None
1463,GRB230606A,,1,3,12,0,16,0.062,0.188,0.75,0.0,"[10, 4, 8, 0, 0, 0]",Other,Other,Other
1464,GRB230618A,,3,8,14,14,39,0.077,0.205,0.359,0.359,"[6, 10, 12, 0, 3, 19]",Too_Noisy,None,None
1465,GRB230622A,,2,6,16,0,24,0.083,0.25,0.667,0.0,"[17, 6, 6, 0, 0, 0]",Other,Other,None
