Burst_Name,Burst_PNG,Simple,Extended,Other,Too_Noisy,Follow
GRB150423A,GRB150423A_638808.png,12,0,0,2,"[11, 0, 0, 0, 1, 3]"
GRB150428A,GRB150428A_639275.png,1,3,12,1,"[6, 1, 12, 0, 1, 2]"
GRB150428B,GRB150428B_639278.png,0,2,9,1,"[6, 6, 7, 0, 0, 1]"
GRB150430A,GRB150430A_639433.png,2,25,26,5,"[28, 8, 29, 0, 1, 6]"
GRB150513A,GRB150513A_640584.png,0,2,16,1,"[14, 6, 10, 0, 1, 2]"
GRB150527A,GRB150527A_641698.png,1,6,17,1,"[11, 3, 15, 0, 3, 4]"
GRB150530A,GRB150530A_642018.png,12,0,1,0,"[11, 0, 2, 0, 0, 0]"
GRB150607A,GRB150607A_642620.png,0,3,20,0,"[10, 8, 13, 0, 2, 3]"
GRB150615A,GRB150615A_643833.png,9,16,8,6,"[3, 23, 15, 0, 0, 6]"
GRB150616A,GRB150616A_644259.png,10,21,14,6,"[20, 9, 20, 0, 2, 10]"
GRB150626A,GRB150626A_646603.png,19,25,6,4,"[8, 39, 8, 0, 2, 7]"
GRB150626B,GRB150626B_646786.png,15,4,2,0,"[12, 4, 4, 0, 1, 1]"
GRB150710A,GRB150710A_648437.png,14,0,1,0,"[15, 0, 0, 0, 0, 0]"
GRB150711A,GRB150711A_648601.png,23,7,15,3,"[33, 6, 19, 0, 1, 4]"
GRB150716A,GRB150716A_649157.png,18,16,7,2,"[6, 33, 7, 0, 1, 4]"
GRB150720A,GRB150720A_649706.png,1,0,4,17,"[2, 1, 2, 0, 2, 19]"
GRB150722A,GRB150722A_649916.png,1,0,4,14,"[2, 0, 2, 0, 2, 16]"
GRB150724A,GRB150724A_650141.png,1,17,19,11,"[16, 7, 26, 0, 2, 13]"
GRB150727A,GRB150727A_650530.png,14,29,2,3,"[4, 39, 10, 0, 0, 3]"
GRB150728A,GRB150728A_650617.png,12,0,0,0,"[8, 1, 1, 0, 2, 2]"
GRB150801B,GRB150801B_650977.png,10,19,13,6,"[25, 6, 18, 0, 1, 8]"
GRB150811A,GRB150811A_651882.png,8,19,14,9,"[3, 24, 13, 0, 5, 16]"
GRB150817A,GRB150817A_652334.png,4,4,13,1,"[10, 6, 18, 0, 0, 1]"
GRB150818A,GRB150818A_652603.png,13,24,2,1,"[7, 27, 4, 0, 1, 2]"
GRB150819A,GRB150819A_652643.png,2,1,3,14,"[2, 1, 2, 0, 0, 15]"
GRB150821A,GRB150821A_652847.png,5,17,5,3,"[6, 12, 14, 0, 3, 6]"
GRB150831A,GRB150831A_653838.png,11,1,0,0,"[9, 2, 0, 0, 1, 1]"
GRB150831B,GRB150831B_653978.png,27,13,5,4,"[20, 15, 10, 0, 2, 7]"
GRB150901A,GRB150901A_654042.png,6,2,16,31,"[8, 4, 11, 0, 2, 37]"
GRB150907B,GRB150907B_654803.png,7,15,2,3,"[2, 17, 9, 0, 1, 4]"
GRB150910A,GRB150910A_655097.png,2,3,15,25,"[3, 5, 12, 0, 4, 30]"
GRB150911A,GRB150911A_655262.png,11,0,0,0,"[10, 1, 0, 0, 0, 0]"
GRB150915A,GRB150915A_655721.png,0,0,1,17,"[1, 0, 0, 0, 0, 17]"
GRB150925A,GRB150925A_656604.png,7,18,7,16,"[2, 20, 13, 0, 2, 18]"
GRB151001A,GRB151001A_657286.png,24,8,11,6,"[23, 7, 12, 0, 6, 12]"
GRB151001B,GRB151001B_657321.png,1,0,0,11,"[1, 0, 0, 0, 0, 11]"
GRB151004A,GRB151004A_657564.png,1,1,5,15,"[3, 0, 3, 0, 0, 17]"
GRB151006A,GRB151006A_657750.png,19,31,4,4,"[6, 46, 10, 0, 0, 4]"
GRB151021A,GRB151021A_660671.png,18,20,10,1,"[8, 33, 17, 0, 2, 3]"
GRB151022A,GRB151022A_661036.png,4,10,10,25,"[10, 7, 7, 0, 3, 29]"
GRB151023A,GRB151023A_661253.png,22,12,8,3,"[11, 28, 6, 0, 1, 4]"
GRB151027A,GRB151027A_661775.png,3,24,19,5,"[30, 10, 21, 0, 2, 7]"
GRB151027B,GRB151027B_661869.png,13,10,19,5,"[19, 5, 21, 0, 3, 9]"
GRB151029A,GRB151029A_662086.png,28,18,3,2,"[6, 34, 10, 0, 3, 5]"
GRB151031A,GRB151031A_662330.png,15,1,0,1,"[11, 2, 1, 0, 1, 2]"
GRB151111A,GRB151111A_663074.png,20,19,3,2,"[2, 34, 4, 0, 2, 4]"
GRB151112A,GRB151112A_663179.png,3,13,3,0,"[0, 16, 9, 0, 0, 1]"
GRB151114A,GRB151114A_663490.png,14,1,4,0,"[14, 0, 4, 0, 2, 2]"
GRB151118A,GRB151118A_664078.png,7,11,22,3,"[10, 18, 24, 0, 2, 5]"
GRB151127A,GRB151127A_665268.png,12,0,1,2,"[10, 1, 0, 0, 2, 4]"
GRB151205A,GRB151205A_666352.png,11,16,6,7,"[2, 21, 14, 0, 0, 7]"
GRB151205B,GRB151205B_666378.png,13,2,1,1,"[12, 4, 1, 0, 1, 2]"
GRB151210A,GRB151210A_666931.png,0,1,12,0,"[9, 0, 7, 0, 1, 1]"
GRB151215A,GRB151215A_667392.png,3,3,16,4,"[3, 14, 5, 0, 2, 7]"
GRB151228A,GRB151228A_668543.png,13,0,0,0,"[10, 1, 0, 0, 1, 2]"
GRB151228B,GRB151228B_668641.png,19,19,5,5,"[7, 31, 8, 0, 2, 7]"
GRB151229A,GRB151229A_668689.png,11,1,0,0,"[8, 3, 1, 0, 0, 0]"
GRB160104A,GRB160104A_669319.png,3,21,20,3,"[13, 18, 20, 0, 2, 5]"
GRB160117A,GRB160117A_670793.png,2,3,13,2,"[12, 1, 5, 0, 2, 4]"
GRB160117B,GRB160117B_670800.png,23,10,9,3,"[15, 20, 4, 0, 4, 7]"
GRB160119A,GRB160119A_671014.png,27,0,9,3,"[33, 2, 8, 0, 0, 3]"
GRB160121A,GRB160121A_671231.png,18,6,2,3,"[13, 12, 4, 0, 0, 3]"
GRB160123A,GRB160123A_671447.png,15,0,0,0,"[14, 0, 1, 0, 0, 0]"
GRB160127A,GRB160127A_671828.png,14,4,12,2,"[17, 3, 11, 0, 2, 4]"
GRB160131A,GRB160131A_672236.png,19,31,2,3,"[13, 32, 7, 0, 2, 6]"
GRB160203A,GRB160203A_672525.png,15,11,18,5,"[18, 9, 17, 0, 4, 9]"
GRB160216A,GRB160216A_673978.png,14,14,21,3,"[20, 15, 25, 0, 0, 3]"
GRB160220A,GRB160220A_674670.png,20,8,14,3,"[19, 7, 15, 0, 3, 6]"
GRB160220B,GRB160220B_674734.png,13,2,1,0,"[12, 5, 2, 0, 1, 1]"
GRB160223A,GRB160223A_675361.png,1,0,11,0,"[8, 4, 8, 0, 0, 0]"
GRB160225A,GRB160225A_675998.png,3,6,17,24,"[5, 4, 16, 0, 5, 31]"
GRB160227A,GRB160227A_676423.png,3,11,30,11,"[7, 24, 27, 0, 1, 12]"
GRB160228A,GRB160228A_676595.png,0,14,3,3,"[2, 11, 11, 0, 1, 5]"
GRB160303A,GRB160303A_677495.png,29,9,3,2,"[31, 6, 5, 0, 0, 2]"
GRB160313A,GRB160313A_678929.png,4,6,19,22,"[11, 4, 16, 0, 4, 27]"
GRB160314A,GRB160314A_679120.png,10,2,2,2,"[4, 9, 3, 0, 1, 3]"
GRB160321A,GRB160321A_680017.png,16,10,16,14,"[17, 3, 21, 0, 3, 19]"
GRB160325A,GRB160325A_680436.png,4,15,32,4,"[31, 6, 32, 0, 0, 4]"
GRB160327A,GRB160327A_680655.png,14,18,4,2,"[13, 21, 6, 0, 1, 4]"
GRB160408A,GRB160408A_682059.png,13,1,0,0,"[11, 1, 2, 0, 3, 3]"
GRB160409A,None,13,0,20,10,"[6, 5, 4, 0, 18, 29]"
GRB160410A,GRB160410A_682269.png,27,18,0,5,"[26, 4, 11, 0, 7, 13]"
GRB160411A,GRB160411A_682339.png,14,1,1,2,"[11, 0, 3, 0, 3, 5]"
GRB160412A,GRB160412A_682522.png,40,7,10,5,"[30, 18, 14, 0, 4, 9]"
GRB160417A,GRB160417A_683076.png,9,8,21,10,"[17, 5, 18, 0, 2, 14]"
GRB160419A,GRB160419A_683383.png,11,0,0,0,"[11, 0, 0, 0, 0, 0]"
GRB160424A,GRB160424A_683906.png,15,5,1,0,"[4, 16, 2, 0, 0, 0]"
GRB160425A,GRB160425A_684098.png,10,17,18,3,"[23, 26, 14, 0, 1, 5]"
GRB160504A,GRB160504A_685124.png,7,6,17,12,"[11, 9, 17, 0, 4, 16]"
GRB160506A,GRB160506A_685245.png,1,5,3,15,"[2, 3, 2, 0, 1, 18]"
GRB160519A,GRB160519A_686818.png,1,13,3,3,"[7, 6, 8, 0, 0, 4]"
GRB160525B,GRB160525B_687522.png,15,0,2,1,"[13, 2, 0, 0, 2, 3]"
GRB160601A,GRB160601A_688452.png,15,0,4,2,"[14, 1, 1, 0, 3, 5]"
GRB160607A,GRB160607A_689597.png,2,0,12,0,"[7, 4, 9, 0, 0, 0]"
GRB160611A,GRB160611A_690598.png,18,3,18,3,"[25, 9, 16, 0, 1, 4]"
GRB160624A,GRB160624A_701288.png,14,0,2,4,"[14, 0, 0, 0, 1, 5]"
GRB160625A,GRB160625A_701503.png,3,11,30,3,"[27, 8, 29, 0, 1, 4]"
GRB160630A,GRB160630A_702252.png,3,13,2,0,"[1, 14, 4, 0, 0, 0]"
GRB160703A,GRB160703A_702699.png,2,3,11,3,"[7, 4, 13, 0, 1, 4]"
GRB160705B,GRB160705B_703176.png,3,4,8,30,"[5, 5, 8, 0, 2, 32]"
GRB160712A,GRB160712A_704155.png,5,17,3,0,"[3, 17, 8, 0, 0, 0]"
GRB160714A,GRB160714A_704310.png,12,0,1,1,"[10, 0, 1, 0, 2, 3]"
GRB160716A,GRB160716A_704572.png,2,2,11,0,"[10, 1, 7, 0, 1, 1]"
GRB160726A,GRB160726A_706052.png,13,0,0,0,"[11, 1, 0, 0, 1, 1]"
GRB160801A,GRB160801A_706871.png,12,0,1,0,"[12, 1, 1, 0, 2, 2]"
GRB160804A,GRB160804A_707231.png,24,9,11,4,"[27, 12, 12, 0, 2, 8]"
GRB160815A,GRB160815A_708598.png,35,3,10,3,"[30, 5, 13, 0, 4, 7]"
GRB160821A,GRB160821A_709351.png,1,3,16,1,"[7, 14, 14, 0, 0, 2]"
GRB160821B,GRB160821B_709357.png,16,0,0,1,"[13, 2, 1, 0, 1, 2]"
GRB160824A,GRB160824A_709765.png,4,20,14,3,"[5, 15, 29, 0, 1, 5]"
GRB160826A,GRB160826A_709907.png,9,18,10,18,"[5, 13, 21, 0, 3, 22]"
GRB160827A,GRB160827A_710050.png,14,6,22,10,"[18, 7, 12, 0, 5, 17]"
GRB160905A,GRB160905A_711084.png,10,13,23,3,"[18, 9, 26, 0, 3, 6]"
GRB160912A,GRB160912A_711914.png,8,9,15,2,"[6, 27, 3, 0, 2, 6]"
GRB160917A,GRB160917A_712505.png,20,15,4,5,"[5, 30, 6, 0, 0, 5]"
GRB160927A,GRB160927A_713782.png,11,0,0,1,"[10, 0, 0, 0, 1, 2]"
GRB161001A,GRB161001A_714404.png,11,0,0,0,"[11, 0, 0, 0, 0, 0]"
GRB161004A,GRB161004A_715084.png,13,0,0,0,"[6, 4, 0, 0, 3, 3]"
GRB161004B,GRB161004B_715246.png,31,17,3,2,"[15, 28, 7, 0, 4, 6]"
GRB161007A,GRB161007A_716127.png,13,18,5,16,"[4, 25, 9, 0, 0, 20]"
GRB161011A,GRB161011A_716876.png,15,1,1,5,"[7, 4, 3, 0, 2, 8]"
GRB161014A,GRB161014A_717500.png,1,3,14,2,"[6, 4, 12, 0, 0, 3]"
GRB161017A,GRB161017A_718023.png,13,31,12,0,"[21, 13, 24, 0, 7, 7]"
GRB161022A,GRB161022A_718655.png,25,10,10,4,"[21, 13, 18, 0, 1, 5]"
GRB161104A,GRB161104A_720568.png,13,1,19,17,"[10, 2, 6, 0, 15, 33]"
GRB161105A,GRB161105A_720697.png,0,2,12,0,"[3, 8, 6, 0, 1, 1]"
GRB161108A,GRB161108A_721234.png,3,18,12,7,"[7, 16, 19, 0, 1, 9]"
GRB161113A,GRB161113A_722063.png,5,18,20,2,"[6, 31, 26, 0, 0, 3]"
GRB161117A,GRB161117A_722604.png,0,4,17,0,"[11, 11, 11, 0, 1, 1]"
GRB161117B,GRB161117B_722642.png,2,4,16,0,"[14, 5, 16, 0, 2, 2]"
GRB161129A,GRB161129A_724438.png,8,8,20,3,"[14, 9, 25, 0, 2, 5]"
GRB161202A,GRB161202A_725036.png,1,6,21,1,"[17, 5, 18, 0, 2, 3]"
GRB161214B,GRB161214B_726885.png,17,20,3,2,"[3, 36, 6, 0, 0, 2]"
GRB161217A,GRB161217A_727167.png,13,3,15,10,"[17, 2, 11, 0, 4, 14]"
GRB161218A,GRB161218A_727288.png,18,5,4,1,"[4, 22, 4, 0, 1, 2]"
GRB161219B,GRB161219B_727541.png,12,0,0,0,"[7, 6, 0, 0, 1, 1]"
GRB161220A,GRB161220A_727610.png,16,5,5,2,"[15, 2, 6, 0, 5, 7]"
GRB161224A,GRB161224A_728268.png,9,10,11,11,"[14, 10, 15, 0, 1, 12]"
GRB170101A,GRB170101A_729293.png,13,2,0,1,"[8, 7, 0, 0, 0, 1]"
GRB170111A,GRB170111A_731887.png,4,5,16,6,"[8, 1, 16, 0, 2, 8]"
GRB170112A,GRB170112A_732188.png,16,3,13,15,"[12, 3, 2, 0, 11, 26]"
GRB170113A,GRB170113A_732526.png,2,13,20,5,"[13, 16, 19, 0, 0, 5]"
GRB170115A,GRB170115A_733103.png,9,16,9,12,"[3, 19, 14, 0, 0, 14]"
GRB170126A,GRB170126A_735188.png,13,1,0,2,"[2, 11, 1, 0, 0, 2]"
GRB170127A,GRB170127A_735326.png,3,6,10,31,"[9, 1, 11, 0, 2, 33]"
GRB170127B,GRB170127B_735331.png,13,0,0,0,"[13, 0, 0, 0, 0, 0]"
GRB170202A,GRB170202A_736407.png,2,4,14,1,"[3, 10, 11, 0, 1, 2]"
GRB170203A,GRB170203A_736432.png,7,21,8,8,"[5, 22, 13, 0, 4, 12]"
GRB170205A,GRB170205A_736843.png,0,2,12,0,"[9, 7, 9, 0, 0, 0]"
GRB170206B,GRB170206B_737125.png,8,12,9,16,"[5, 13, 9, 0, 4, 22]"
GRB170208A,GRB170208A_737438.png,15,22,9,5,"[11, 19, 15, 0, 5, 10]"
GRB170208B,GRB170208B_737463.png,20,19,11,1,"[35, 7, 13, 0, 3, 4]"
GRB170306A,GRB170306A_741220.png,6,4,20,17,"[11, 2, 15, 0, 4, 21]"
GRB170307A,GRB170307A_741528.png,8,12,11,16,"[13, 3, 9, 0, 3, 22]"
GRB170311A,GRB170311A_741965.png,3,5,17,5,"[9, 3, 12, 0, 4, 9]"
GRB170317A,GRB170317A_742866.png,15,5,0,0,"[4, 15, 1, 0, 0, 0]"
GRB170318A,GRB170318A_743065.png,23,23,2,4,"[2, 42, 8, 0, 0, 4]"
GRB170318B,GRB170318B_743086.png,13,0,0,1,"[12, 1, 0, 0, 0, 1]"
GRB170330A,GRB170330A_744773.png,5,23,24,1,"[27, 21, 24, 0, 2, 3]"
GRB170331A,GRB170331A_744791.png,13,9,14,8,"[15, 5, 19, 0, 4, 14]"
GRB170405A,GRB170405A_745797.png,3,26,13,4,"[15, 17, 26, 0, 0, 4]"
GRB170419A,GRB170419A_748898.png,12,2,1,1,"[1, 13, 0, 0, 1, 2]"
GRB170419B,GRB170419B_748947.png,16,27,2,4,"[15, 23, 10, 0, 2, 7]"
GRB170428A,GRB170428A_750298.png,14,0,1,0,"[15, 1, 0, 0, 0, 0]"
GRB170516A,GRB170516A_753110.png,4,14,23,3,"[15, 8, 32, 0, 0, 3]"
GRB170519A,GRB170519A_753445.png,18,16,4,10,"[19, 6, 12, 0, 4, 16]"
GRB170524A,GRB170524A_754322.png,17,2,4,3,"[16, 2, 2, 0, 3, 6]"
GRB170526A,GRB170526A_754549.png,14,8,8,5,"[9, 12, 9, 0, 4, 9]"
GRB170531A,GRB170531A_755343.png,5,4,12,17,"[4, 6, 7, 0, 3, 21]"
GRB170531B,GRB170531B_755354.png,0,2,11,0,"[5, 8, 10, 0, 1, 1]"
GRB170604A,GRB170604A_755867.png,1,1,9,2,"[3, 0, 9, 0, 0, 2]"
GRB170607A,GRB170607A_756284.png,11,16,24,1,"[29, 20, 17, 0, 0, 1]"
GRB170626A,GRB170626A_758766.png,25,13,10,4,"[12, 23, 18, 0, 2, 6]"
GRB170629A,GRB170629A_759159.png,17,20,8,3,"[10, 26, 13, 0, 1, 5]"
GRB170705A,GRB170705A_760064.png,18,18,12,5,"[29, 17, 16, 0, 1, 6]"
GRB170710A,GRB170710A_761119.png,8,19,11,11,"[4, 22, 13, 0, 3, 14]"
GRB170711A,GRB170711A_761622.png,14,3,3,0,"[7, 13, 2, 0, 0, 0]"
GRB170714A,GRB170714A_762535.png,0,1,2,13,"[0, 0, 2, 0, 0, 14]"
GRB170724A,GRB170724A_764204.png,1,3,15,30,"[3, 4, 12, 0, 3, 33]"
GRB170728A,GRB170728A_765008.png,13,2,0,1,"[13, 1, 2, 0, 0, 1]"
GRB170728B,GRB170728B_765130.png,14,18,7,2,"[19, 6, 12, 0, 5, 9]"
GRB170803A,GRB170803A_766081.png,10,1,3,1,"[4, 7, 3, 0, 0, 1]"
GRB170804A,GRB170804A_766194.png,5,23,20,7,"[4, 30, 24, 0, 3, 10]"
GRB170807A,GRB170807A_766821.png,3,27,18,3,"[5, 34, 18, 0, 2, 5]"
GRB170810A,GRB170810A_767284.png,1,15,14,12,"[5, 8, 20, 0, 2, 16]"
GRB170813A,GRB170813A_767563.png,1,12,2,0,"[1, 11, 6, 0, 0, 0]"
GRB170822A,GRB170822A_768939.png,0,4,16,3,"[12, 2, 11, 0, 1, 4]"
GRB170823A,GRB170823A_769177.png,0,2,11,0,"[5, 5, 10, 0, 0, 0]"
GRB170827A,GRB170827A_769567.png,5,10,8,24,"[5, 4, 6, 0, 4, 31]"
GRB170903A,GRB170903A_770528.png,3,4,14,2,"[10, 8, 8, 0, 1, 3]"
GRB170906A,GRB170906A_770957.png,1,6,23,1,"[13, 14, 14, 0, 1, 2]"
GRB170906B,GRB170906B_770958.png,0,1,36,14,"[0, 2, 2, 0, 33, 48]"
GRB170906C,GRB170906C_770981.png,24,9,14,3,"[30, 4, 23, 0, 1, 5]"
GRB170912A,GRB170912A_772006.png,16,14,8,4,"[5, 28, 9, 0, 0, 4]"
GRB170912B,GRB170912B_772052.png,3,11,3,1,"[0, 13, 9, 0, 0, 1]"
GRB170921A,GRB170921A_773509.png,32,2,13,2,"[39, 2, 10, 0, 3, 5]"
GRB171001A,GRB171001A_775553.png,1,3,13,2,"[11, 3, 10, 0, 1, 3]"
GRB171004A,GRB171004A_776347.png,7,13,15,12,"[4, 17, 16, 0, 5, 17]"
GRB171007A,GRB171007A_777215.png,23,16,5,14,"[23, 7, 8, 0, 4, 23]"
GRB171011A,GRB171011A_778154.png,15,0,0,0,"[13, 2, 0, 0, 0, 0]"
GRB171020A,GRB171020A_780845.png,6,16,12,12,"[2, 14, 17, 0, 5, 17]"
GRB171027A,GRB171027A_783479.png,17,9,25,6,"[20, 13, 34, 0, 1, 7]"
GRB171102B,GRB171102B_785510.png,19,5,16,10,"[15, 4, 15, 0, 4, 20]"
GRB171103A,GRB171103A_785850.png,19,1,2,0,"[16, 5, 1, 0, 1, 1]"
GRB171115A,GRB171115A_790053.png,5,16,13,18,"[8, 8, 17, 0, 5, 25]"
GRB171120A,GRB171120A_791201.png,0,1,11,0,"[7, 7, 3, 0, 0, 0]"
GRB171123A,GRB171123A_791922.png,12,21,5,5,"[2, 29, 6, 0, 0, 7]"
GRB171205A,GRB171205A_794972.png,5,14,6,26,"[2, 10, 11, 0, 3, 33]"
GRB171209A,GRB171209A_796100.png,4,12,25,8,"[5, 27, 27, 0, 2, 10]"
GRB171211A,GRB171211A_796469.png,14,0,0,0,"[11, 3, 1, 0, 0, 1]"
GRB171212A,GRB171212A_796778.png,7,11,24,15,"[16, 5, 22, 0, 5, 23]"
GRB171216A,GRB171216A_797441.png,12,16,10,5,"[8, 17, 14, 0, 4, 9]"
GRB171222A,GRB171222A_799669.png,4,5,16,25,"[7, 8, 18, 0, 3, 29]"
GRB180102A,GRB180102A_802999.png,28,6,11,4,"[28, 4, 11, 0, 5, 9]"
GRB180111A,GRB180111A_804692.png,10,15,17,5,"[4, 25, 22, 0, 0, 6]"
GRB180113A,GRB180113A_804999.png,16,19,9,4,"[23, 14, 18, 0, 0, 4]"
GRB180115A,GRB180115A_805318.png,0,1,16,4,"[12, 3, 9, 0, 1, 6]"
GRB180204A,GRB180204A_808483.png,11,0,0,0,"[9, 1, 1, 0, 0, 0]"
GRB180205A,GRB180205A_808625.png,1,2,15,0,"[11, 8, 7, 0, 0, 0]"
GRB180221A,GRB180221A_811074.png,15,11,8,8,"[9, 16, 10, 0, 5, 14]"
GRB180222A,GRB180222A_811235.png,2,14,1,0,"[2, 13, 5, 0, 0, 2]"
GRB180224A,GRB180224A_811561.png,35,16,2,1,"[5, 47, 3, 0, 0, 2]"
GRB180311A,GRB180311A_813721.png,12,13,15,10,"[11, 24, 11, 0, 0, 10]"
GRB180314A,GRB180314A_814129.png,25,15,4,4,"[30, 8, 6, 0, 2, 7]"
GRB180314B,GRB180314B_814305.png,10,12,16,5,"[10, 15, 20, 0, 2, 9]"
GRB180316A,GRB180316A_814677.png,22,2,6,2,"[21, 1, 10, 0, 2, 4]"
GRB180324A,GRB180324A_817345.png,22,1,24,4,"[32, 8, 8, 0, 1, 6]"
GRB180325A,GRB180325A_817564.png,9,8,23,1,"[24, 11, 6, 0, 4, 5]"
GRB180329A,GRB180329A_819301.png,5,22,7,7,"[7, 17, 12, 0, 4, 11]"
GRB180329B,GRB180329B_819490.png,2,17,21,3,"[8, 25, 17, 0, 3, 6]"
GRB180331A,GRB180331A_820347.png,5,14,17,11,"[11, 17, 17, 0, 4, 15]"
GRB180331B,GRB180331B_820513.png,7,14,24,2,"[23, 4, 27, 0, 2, 5]"
GRB180402A,GRB180402A_821103.png,16,1,1,0,"[12, 5, 0, 0, 1, 1]"
GRB180404A,GRB180404A_821881.png,13,0,1,0,"[12, 1, 3, 0, 0, 0]"
GRB180404B,GRB180404B_821902.png,0,12,0,0,"[1, 10, 5, 0, 0, 0]"
GRB180407A,GRB180407A_823001.png,6,15,11,9,"[8, 16, 12, 0, 1, 10]"
GRB180410A,GRB180410A_824063.png,6,21,4,15,"[0, 29, 7, 0, 1, 16]"
GRB180411A,GRB180411A_824451.png,1,1,12,1,"[1, 6, 9, 0, 2, 3]"
GRB180418A,GRB180418A_826428.png,14,3,2,0,"[9, 9, 0, 0, 2, 2]"
GRB180425A,GRB180425A_828672.png,20,13,8,3,"[15, 18, 13, 0, 1, 4]"
GRB180504A,GRB180504A_830822.png,26,8,3,7,"[26, 5, 8, 0, 4, 11]"
GRB180510A,GRB180510A_831810.png,17,14,13,1,"[21, 5, 30, 0, 1, 2]"
GRB180510B,GRB180510B_831816.png,12,15,9,7,"[22, 7, 10, 0, 2, 9]"
GRB180512A,GRB180512A_832119.png,9,2,14,16,"[10, 2, 9, 0, 6, 22]"
GRB180514A,GRB180514A_832368.png,9,13,21,6,"[6, 23, 24, 0, 0, 7]"
GRB180602A,GRB180602A_835200.png,31,16,6,2,"[34, 9, 13, 0, 3, 7]"
GRB180613A,GRB180613A_840853.png,5,10,9,22,"[6, 6, 14, 0, 3, 26]"
GRB180614A,GRB180614A_841548.png,12,0,3,0,"[10, 0, 3, 0, 3, 3]"
GRB180618A,GRB180618A_842475.png,19,26,0,3,"[10, 32, 3, 0, 4, 7]"
GRB180620A,GRB180620A_843122.png,13,5,16,2,"[20, 5, 15, 0, 1, 3]"
GRB180620B,GRB180620B_843211.png,1,1,12,0,"[8, 6, 11, 0, 0, 0]"
GRB180623A,GRB180623A_844015.png,1,3,14,0,"[7, 4, 11, 0, 1, 2]"
GRB180624A,GRB180624A_844192.png,4,20,19,7,"[16, 15, 28, 0, 0, 10]"
GRB180626A,GRB180626A_844615.png,1,1,13,2,"[4, 5, 12, 0, 0, 2]"
GRB180630A,GRB180630A_845443.png,24,12,2,3,"[25, 10, 4, 0, 4, 7]"
GRB180704A,GRB180704A_846088.png,1,0,14,1,"[10, 3, 9, 0, 1, 2]"
GRB180705A,GRB180705A_846299.png,3,5,4,17,"[4, 6, 4, 0, 1, 20]"
GRB180706A,GRB180706A_846395.png,0,3,12,0,"[10, 6, 3, 0, 0, 0]"
GRB180709A,GRB180709A_846868.png,19,22,2,6,"[9, 27, 9, 0, 2, 8]"
GRB180715A,GRB180715A_848048.png,11,1,0,0,"[11, 0, 1, 0, 0, 0]"
GRB180720B,GRB180720B_848890.png,17,21,6,1,"[18, 22, 17, 0, 1, 2]"
GRB180720C,GRB180720C_848932.png,13,1,2,0,"[16, 0, 1, 0, 0, 0]"
GRB180721A,GRB180721A_849018.png,17,17,11,3,"[21, 16, 6, 0, 4, 8]"
GRB180727A,GRB180727A_850231.png,11,0,0,0,"[6, 4, 1, 0, 0, 1]"
GRB180728A,GRB180728A_850471.png,25,10,16,2,"[14, 34, 7, 0, 4, 6]"
GRB180805A,GRB180805A_851829.png,12,1,2,0,"[7, 5, 0, 0, 3, 3]"
GRB180805B,GRB180805B_851855.png,15,14,1,10,"[18, 3, 4, 0, 3, 16]"
GRB180809B,GRB180809B_852553.png,3,13,23,5,"[24, 8, 17, 0, 0, 5]"
GRB180812A,GRB180812A_852903.png,0,2,14,4,"[7, 6, 8, 0, 1, 5]"
GRB180818A,GRB180818A_853824.png,18,3,6,2,"[19, 5, 8, 0, 0, 2]"
GRB180818B,GRB180818B_853882.png,1,19,27,5,"[22, 15, 25, 0, 1, 6]"
GRB180821A,GRB180821A_854578.png,3,5,14,14,"[8, 4, 14, 0, 3, 17]"
GRB180823A,GRB180823A_855434.png,20,9,15,4,"[22, 11, 24, 0, 1, 5]"
GRB180828A,GRB180828A_856977.png,32,4,11,3,"[26, 6, 15, 0, 5, 8]"
GRB180904A,GRB180904A_859282.png,14,0,3,3,"[9, 1, 4, 0, 4, 7]"
GRB180905A,GRB180905A_859421.png,9,15,8,16,"[9, 9, 7, 0, 6, 22]"
GRB180924A,GRB180924A_863186.png,2,4,18,6,"[14, 1, 15, 0, 1, 8]"
GRB180925A,GRB180925A_863421.png,4,12,4,1,"[4, 12, 11, 0, 0, 2]"
GRB180930A,GRB180930A_864584.png,20,2,14,3,"[22, 2, 14, 0, 3, 6]"
GRB181002A,GRB181002A_865036.png,9,6,14,22,"[9, 1, 14, 0, 2, 30]"
GRB181003A,GRB181003A_865179.png,10,8,14,11,"[13, 3, 10, 0, 7, 18]"
GRB181010A,GRB181010A_866434.png,12,11,17,6,"[17, 7, 22, 0, 5, 11]"
GRB181013A,GRB181013A_866783.png,0,5,14,25,"[4, 2, 7, 0, 8, 34]"
GRB181016A,GRB181016A_867252.png,5,12,5,23,"[2, 10, 12, 0, 3, 26]"
GRB181020A,GRB181020A_867987.png,26,26,4,6,"[19, 24, 10, 0, 5, 13]"
GRB181022A,GRB181022A_868312.png,20,6,12,5,"[19, 6, 13, 0, 2, 7]"
GRB181023A,GRB181023A_868427.png,1,3,13,28,"[3, 2, 8, 0, 2, 31]"
GRB181027A,GRB181027A_868984.png,16,4,19,3,"[21, 3, 20, 0, 2, 7]"
GRB181030A,GRB181030A_869494.png,16,20,2,10,"[2, 25, 9, 0, 3, 13]"
GRB181103A,GRB181103A_870201.png,12,2,2,1,"[5, 10, 2, 0, 1, 2]"
GRB181110A,GRB181110A_871316.png,19,9,16,3,"[23, 8, 23, 0, 2, 5]"
